Lead_ID,Lead_Source,Lead_Creation_Date,Region,Segment,Lead_Status,Campaign_Type,Converted_to_Opportunity,Time_to_Conversion (days)
858,Outbound,2024-03-12,EMEA,Commercial,Working,,No,
859,Outbound,2024-09-17,EMEA,Enterprise,New,,No,
860,Inbound,2024-09-10,APAC,Enterprise,New,,No,
861,Marketing Campaign,2024-09-27,NA,Enterprise,New,In-Person Events,No,
862,Outbound,2024-05-02,NA,Enterprise,Converted,,Yes,36.0
863,Outbound,2024-05-23,NA,Enterprise,Working,,No,
864,Outbound,2024-09-13,NA,Enterprise,Rejected,,No,
865,Outbound,2024-05-23,EMEA,Commercial,Working,,No,
866,Outbound,2024-09-15,EMEA,Strategic,Rejected,,No,
867,Inbound,2024-02-16,NA,Commercial,Working,,No,
868,Inbound,2024-12-16,APAC,Strategic,Working,,No,
869,Marketing Campaign,2024-01-13,EMEA,Commercial,Working,Webinars,No,
870,Marketing Campaign,2024-07-26,NA,Commercial,Working,In-Person Events,No,
871,Outbound,2024-11-06,NA,Commercial,Converted,,Yes,14.0
872,Inbound,2024-08-22,NA,Enterprise,Working,,No,
873,Partner,2024-05-28,APAC,Enterprise,Converted,,Yes,55.0
874,Outbound,2024-11-17,NA,Strategic,Converted,,Yes,19.0
875,Inbound,2024-06-03,EMEA,Strategic,New,,No,
876,Inbound,2024-06-14,APAC,Enterprise,Working,,No,
877,Partner,2024-03-30,NA,Enterprise,New,,No,
878,Partner,2024-07-04,APAC,Commercial,Working,,No,
879,Inbound,2024-11-13,NA,Enterprise,Working,,No,
880,Inbound,2024-12-23,APAC,Commercial,Rejected,,No,
881,Inbound,2024-06-22,EMEA,Enterprise,New,,No,
882,Partner,2024-08-04,EMEA,Commercial,New,,No,
883,Inbound,2024-09-20,APAC,Enterprise,New,,No,
884,Inbound,2024-04-06,EMEA,Commercial,New,,No,
885,Marketing Campaign,2024-04-26,EMEA,Enterprise,Converted,Whitepaper Downloads,Yes,20.0
886,Inbound,2024-07-17,NA,Commercial,Converted,,Yes,47.0
887,Partner,2024-11-15,APAC,Strategic,Converted,,Yes,31.0
888,Inbound,2024-01-21,EMEA,Commercial,Converted,,Yes,53.0
889,Inbound,2024-07-18,APAC,SMB,New,,No,
890,Inbound,2024-12-06,NA,SMB,New,,No,
891,Partner,2024-09-04,NA,Strategic,New,,No,
892,Marketing Campaign,2024-10-02,APAC,SMB,Converted,Webinars,Yes,55.0
893,Marketing Campaign,2024-09-20,NA,SMB,Converted,In-Person Events,Yes,49.0
894,Outbound,2024-02-27,EMEA,SMB,Working,,No,
895,Partner,2024-10-28,EMEA,Enterprise,New,,No,
896,Inbound,2024-01-31,NA,Commercial,New,,No,
897,Inbound,2024-09-05,NA,Strategic,Rejected,,No,
898,Marketing Campaign,2024-04-02,APAC,SMB,New,Trade Shows/Exhibitions,No,
899,Inbound,2024-09-21,NA,Strategic,Converted,,Yes,36.0
900,Inbound,2024-09-27,NA,SMB,New,,No,
901,Inbound,2024-04-03,NA,SMB,New,,No,
902,Inbound,2024-06-02,EMEA,SMB,Converted,,Yes,10.0
903,Inbound,2024-10-11,EMEA,SMB,New,,No,
904,Outbound,2024-03-20,APAC,Commercial,Converted,,Yes,51.0
905,Outbound,2024-10-18,EMEA,Strategic,Converted,,Yes,52.0
906,Marketing Campaign,2024-03-24,EMEA,SMB,Working,Email Nurture Campaigns,No,
907,Marketing Campaign,2024-12-30,NA,SMB,Converted,Sponsored Content,Yes,40.0
908,Inbound,2024-02-06,NA,SMB,Working,,No,
909,Inbound,2024-12-07,APAC,Commercial,New,,No,
910,Outbound,2024-11-22,EMEA,Enterprise,Converted,,Yes,12.0
911,Outbound,2024-08-19,EMEA,Strategic,Working,,No,
912,Inbound,2024-04-02,EMEA,Commercial,New,,No,
913,Partner,2024-12-01,NA,Enterprise,Rejected,,No,
914,Outbound,2024-04-11,EMEA,Enterprise,Working,,No,
915,Outbound,2024-06-14,NA,SMB,Converted,,Yes,29.0
916,Outbound,2024-06-07,APAC,SMB,Converted,,Yes,11.0
917,Inbound,2024-01-14,APAC,SMB,Working,,No,
918,Marketing Campaign,2024-08-12,EMEA,SMB,Working,Webinars,No,
919,Marketing Campaign,2024-03-13,NA,Commercial,Working,Whitepaper Downloads,No,
920,Inbound,2024-09-05,NA,Commercial,Working,,No,
921,Marketing Campaign,2024-03-31,APAC,Enterprise,Converted,Whitepaper Downloads,Yes,21.0
922,Outbound,2024-08-03,APAC,SMB,Converted,,Yes,52.0
923,Marketing Campaign,2024-03-30,EMEA,Enterprise,New,Paid Search (PPC/Google Ads),No,
924,Marketing Campaign,2024-01-29,NA,SMB,Working,Webinars,No,
925,Outbound,2024-10-31,EMEA,Commercial,Rejected,,No,
926,Inbound,2024-08-07,EMEA,Commercial,Working,,No,
927,Inbound,2024-11-23,EMEA,Strategic,Converted,,Yes,34.0
928,Outbound,2024-08-02,NA,Enterprise,Converted,,Yes,6.0
929,Partner,2024-08-08,NA,SMB,New,,No,
930,Inbound,2024-02-11,EMEA,Enterprise,New,,No,
931,Inbound,2024-05-14,NA,Enterprise,Converted,,Yes,21.0
932,Marketing Campaign,2024-02-11,EMEA,Commercial,Working,Paid Search (PPC/Google Ads),No,
933,Marketing Campaign,2024-06-12,NA,Enterprise,Working,Webinars,No,
934,Outbound,2024-12-26,EMEA,SMB,Converted,,Yes,8.0
935,Inbound,2024-10-09,EMEA,Commercial,Converted,,Yes,30.0
936,Inbound,2024-02-27,NA,Enterprise,New,,No,
937,Inbound,2024-10-28,EMEA,Enterprise,New,,No,
938,Marketing Campaign,2024-11-17,NA,SMB,New,Paid Search (PPC/Google Ads),No,
939,Inbound,2024-01-25,EMEA,SMB,Working,,No,
940,Outbound,2024-03-13,NA,Commercial,New,,No,
941,Inbound,2024-05-08,EMEA,Commercial,Working,,No,
942,Outbound,2024-03-27,NA,SMB,New,,No,
943,Partner,2024-11-25,NA,SMB,Working,,No,
944,Marketing Campaign,2024-06-01,EMEA,Enterprise,New,Webinars,No,
945,Inbound,2024-06-30,NA,SMB,Working,,No,
946,Inbound,2024-05-04,EMEA,SMB,Working,,No,
947,Inbound,2024-03-07,NA,SMB,New,,No,
948,Marketing Campaign,2024-01-06,EMEA,SMB,Rejected,Paid Search (PPC/Google Ads),No,
949,Marketing Campaign,2024-05-04,NA,Strategic,New,Email Nurture Campaigns,No,
950,Outbound,2024-11-09,NA,Enterprise,Working,,No,
951,Partner,2024-11-21,APAC,Strategic,Rejected,,No,
952,Partner,2024-02-22,NA,Commercial,Working,,No,
953,Inbound,2024-03-06,NA,SMB,Converted,,Yes,18.0
954,Marketing Campaign,2024-11-09,NA,Enterprise,New,In-Person Events,No,
955,Outbound,2024-03-22,APAC,Commercial,Working,,No,
956,Outbound,2024-03-27,NA,SMB,Working,,No,
957,Outbound,2024-01-02,EMEA,SMB,New,,No,
958,Inbound,2024-07-22,APAC,Enterprise,Working,,No,
959,Inbound,2024-05-29,NA,Commercial,New,,No,
960,Partner,2024-10-19,APAC,Enterprise,Working,,No,
961,Inbound,2024-04-12,APAC,Strategic,Rejected,,No,
962,Partner,2024-01-24,EMEA,SMB,New,,No,
963,Inbound,2024-07-30,NA,Enterprise,New,,No,
964,Outbound,2024-03-05,EMEA,SMB,Working,,No,
965,Inbound,2024-07-27,EMEA,Strategic,Working,,No,
966,Outbound,2024-09-07,EMEA,Commercial,Converted,,Yes,12.0
967,Partner,2024-04-26,NA,SMB,Working,,No,
968,Inbound,2024-04-25,EMEA,Commercial,New,,No,
969,Outbound,2024-08-24,EMEA,SMB,Converted,,Yes,9.0
970,Outbound,2024-04-14,NA,Commercial,Converted,,Yes,9.0
971,Partner,2024-09-15,EMEA,Commercial,Working,,No,
972,Marketing Campaign,2024-02-15,EMEA,Commercial,Working,Email Nurture Campaigns,No,
973,Partner,2024-11-06,EMEA,Enterprise,New,,No,
974,Inbound,2024-11-26,EMEA,SMB,New,,No,
975,Inbound,2024-08-03,NA,Commercial,New,,No,
976,Inbound,2024-10-27,EMEA,Commercial,Working,,No,
977,Outbound,2024-11-28,APAC,SMB,Rejected,,No,
978,Inbound,2024-01-24,NA,Commercial,Working,,No,
979,Outbound,2024-02-04,EMEA,Commercial,New,,No,
980,Outbound,2024-01-24,EMEA,Strategic,New,,No,
981,Inbound,2024-01-28,NA,SMB,New,,No,
982,Marketing Campaign,2024-01-16,NA,Enterprise,Working,In-Person Events,No,
983,Inbound,2024-02-28,EMEA,Commercial,Working,,No,
984,Inbound,2024-08-30,EMEA,Strategic,New,,No,
985,Partner,2024-07-25,APAC,Commercial,Working,,No,
986,Outbound,2024-09-27,EMEA,Commercial,New,,No,
987,Partner,2024-09-05,EMEA,Enterprise,New,,No,
988,Outbound,2024-09-23,APAC,Enterprise,New,,No,
989,Inbound,2024-07-11,NA,SMB,New,,No,
990,Marketing Campaign,2024-11-30,EMEA,SMB,New,Webinars,No,
991,Marketing Campaign,2024-08-05,NA,Strategic,New,Webinars,No,
992,Partner,2024-04-24,EMEA,SMB,Converted,,Yes,9.0
993,Inbound,2024-03-08,NA,Enterprise,Converted,,Yes,31.0
994,Outbound,2024-10-25,NA,Enterprise,Working,,No,
995,Outbound,2024-11-20,APAC,Strategic,Converted,,Yes,9.0
996,Inbound,2024-03-15,APAC,Commercial,New,,No,
997,Marketing Campaign,2024-04-12,APAC,Commercial,Converted,Email Nurture Campaigns,Yes,7.0
998,Inbound,2024-10-23,APAC,Strategic,New,,No,
999,Marketing Campaign,2024-06-26,NA,Commercial,Working,Webinars,No,
1000,Outbound,2024-08-02,EMEA,Enterprise,Working,,No,
1001,Inbound,2024-11-10,NA,SMB,New,,No,
1002,Outbound,2024-02-08,NA,Strategic,Rejected,,No,
1003,Marketing Campaign,2024-09-15,APAC,Enterprise,New,Trade Shows/Exhibitions,No,
1004,Partner,2024-07-22,EMEA,SMB,New,,No,
1005,Marketing Campaign,2024-01-07,APAC,Commercial,New,Sponsored Content,No,
1006,Partner,2024-02-18,APAC,Commercial,New,,No,
1007,Partner,2024-01-26,APAC,Strategic,New,,No,
1008,Marketing Campaign,2024-06-09,APAC,Strategic,New,Email Nurture Campaigns,No,
1009,Inbound,2024-12-22,EMEA,Enterprise,New,,No,
1010,Outbound,2024-06-24,EMEA,Enterprise,Converted,,Yes,42.0
1011,Inbound,2024-03-19,EMEA,Enterprise,New,,No,
1012,Marketing Campaign,2024-01-02,EMEA,Commercial,New,Whitepaper Downloads,No,
1013,Marketing Campaign,2024-05-11,NA,Enterprise,Working,Webinars,No,
1014,Inbound,2024-10-02,APAC,Commercial,Rejected,,No,
1015,Partner,2024-04-26,APAC,Enterprise,New,,No,
1016,Marketing Campaign,2024-06-12,NA,Commercial,New,Webinars,No,
1017,Inbound,2024-10-14,EMEA,Enterprise,Rejected,,No,
1018,Outbound,2024-01-28,EMEA,SMB,New,,No,
1019,Marketing Campaign,2024-11-28,EMEA,Enterprise,Working,In-Person Events,No,
1020,Inbound,2024-01-01,EMEA,Commercial,New,,No,
1021,Partner,2024-07-06,NA,SMB,Rejected,,No,
1022,Inbound,2024-02-25,EMEA,SMB,Rejected,,No,
1023,Marketing Campaign,2024-02-04,EMEA,Enterprise,Converted,Sponsored Content,Yes,34.0
1024,Marketing Campaign,2024-04-21,EMEA,Enterprise,New,In-Person Events,No,
1025,Marketing Campaign,2024-10-12,NA,SMB,Working,Webinars,No,
1026,Outbound,2024-11-05,NA,Commercial,New,,No,
1027,Marketing Campaign,2024-02-05,NA,SMB,Converted,Paid Search (PPC/Google Ads),Yes,5.0
1028,Marketing Campaign,2024-08-04,NA,Commercial,Rejected,Webinars,No,
1029,Inbound,2024-03-20,APAC,Commercial,Working,,No,
1030,Marketing Campaign,2024-11-09,EMEA,Commercial,Working,Trade Shows/Exhibitions,No,
1031,Inbound,2024-03-23,NA,SMB,New,,No,
1032,Outbound,2024-03-05,NA,Strategic,Working,,No,
1033,Inbound,2024-11-20,NA,Enterprise,Working,,No,
1034,Inbound,2024-05-07,APAC,Commercial,New,,No,
1035,Inbound,2024-11-02,EMEA,Enterprise,New,,No,
1036,Partner,2024-01-22,NA,Commercial,New,,No,
1037,Inbound,2024-08-03,EMEA,SMB,Converted,,Yes,12.0
1038,Partner,2024-04-16,NA,Commercial,Converted,,Yes,17.0
1039,Inbound,2024-04-18,EMEA,Strategic,Rejected,,No,
1040,Inbound,2024-12-22,EMEA,SMB,Converted,,Yes,24.0
1041,Outbound,2024-06-29,NA,Strategic,Working,,No,
1042,Marketing Campaign,2024-12-21,NA,SMB,New,Webinars,No,
1043,Inbound,2024-06-12,EMEA,Enterprise,Rejected,,No,
1044,Partner,2024-03-08,NA,Enterprise,Working,,No,
1045,Marketing Campaign,2024-10-18,NA,Commercial,Working,In-Person Events,No,
1046,Partner,2024-06-28,EMEA,Enterprise,Working,,No,
1047,Inbound,2024-06-29,NA,Commercial,Converted,,Yes,10.0
1048,Inbound,2024-06-17,NA,Commercial,New,,No,
1049,Marketing Campaign,2024-01-22,NA,Strategic,New,Webinars,No,
1050,Inbound,2024-03-06,EMEA,Commercial,Working,,No,
1051,Marketing Campaign,2024-01-21,EMEA,SMB,Converted,Webinars,Yes,54.0
1052,Outbound,2024-04-09,NA,Strategic,Working,,No,
1053,Marketing Campaign,2024-10-26,APAC,SMB,Working,Paid Search (PPC/Google Ads),No,
1054,Marketing Campaign,2024-04-12,NA,Enterprise,New,Webinars,No,
1055,Marketing Campaign,2024-02-16,EMEA,Commercial,Converted,Webinars,Yes,54.0
1056,Outbound,2024-02-08,NA,Commercial,Converted,,Yes,52.0
1057,Marketing Campaign,2024-10-11,APAC,Commercial,Working,Whitepaper Downloads,No,
1058,Outbound,2024-11-05,EMEA,Commercial,New,,No,
1059,Outbound,2024-03-30,APAC,SMB,Rejected,,No,
1060,Partner,2024-03-25,APAC,Commercial,Working,,No,
1061,Marketing Campaign,2024-09-29,EMEA,Commercial,Converted,Whitepaper Downloads,Yes,12.0
1062,Marketing Campaign,2024-12-01,APAC,Strategic,New,Whitepaper Downloads,No,
1063,Marketing Campaign,2024-07-06,EMEA,Enterprise,New,Email Nurture Campaigns,No,
1064,Outbound,2024-06-07,APAC,Commercial,Converted,,Yes,34.0
1065,Outbound,2024-08-30,NA,SMB,New,,No,
1066,Partner,2024-03-13,NA,Enterprise,Working,,No,
1067,Inbound,2024-02-18,NA,SMB,Working,,No,
1068,Inbound,2024-04-10,NA,Enterprise,Converted,,Yes,53.0
1069,Outbound,2024-01-02,EMEA,SMB,New,,No,
1070,Inbound,2024-08-31,NA,Commercial,New,,No,
1071,Inbound,2024-06-24,EMEA,Commercial,Rejected,,No,
1072,Inbound,2024-08-25,EMEA,Commercial,Working,,No,
1073,Inbound,2024-02-28,EMEA,Enterprise,New,,No,
1074,Inbound,2024-12-18,NA,Enterprise,New,,No,
1075,Marketing Campaign,2024-04-08,EMEA,Commercial,Rejected,Whitepaper Downloads,No,
1076,Outbound,2024-12-24,EMEA,Commercial,New,,No,
1077,Outbound,2024-01-02,EMEA,Commercial,Working,,No,
1078,Partner,2024-08-30,EMEA,Commercial,Working,,No,
1079,Inbound,2024-10-23,NA,Commercial,Converted,,Yes,44.0
1080,Marketing Campaign,2024-07-29,APAC,SMB,Converted,Webinars,Yes,19.0
1081,Marketing Campaign,2024-05-02,EMEA,Commercial,Working,Paid Social Ads,No,
1082,Inbound,2024-08-16,APAC,Enterprise,New,,No,
1083,Outbound,2024-03-22,NA,SMB,Converted,,Yes,14.0
1084,Marketing Campaign,2024-05-23,NA,SMB,Working,Trade Shows/Exhibitions,No,
1085,Marketing Campaign,2024-05-19,NA,Enterprise,Rejected,Webinars,No,
1086,Outbound,2024-01-29,APAC,Commercial,Working,,No,
1087,Partner,2024-09-26,EMEA,Commercial,Working,,No,
1088,Inbound,2024-09-03,NA,Commercial,New,,No,
1089,Marketing Campaign,2024-01-12,NA,SMB,Converted,Webinars,Yes,37.0
1090,Inbound,2024-12-20,NA,Enterprise,New,,No,
1091,Marketing Campaign,2024-12-02,APAC,SMB,New,Webinars,No,
1092,Partner,2024-04-15,EMEA,Enterprise,New,,No,
1093,Partner,2024-02-01,NA,Commercial,New,,No,
1094,Outbound,2024-03-14,NA,SMB,New,,No,
1095,Inbound,2024-06-19,EMEA,Commercial,New,,No,
1096,Inbound,2024-12-02,EMEA,Enterprise,Converted,,Yes,13.0
1097,Inbound,2024-03-09,NA,Strategic,New,,No,
1098,Inbound,2024-10-27,APAC,SMB,Converted,,Yes,53.0
1099,Marketing Campaign,2024-12-27,NA,SMB,New,In-Person Events,No,
1100,Outbound,2024-05-16,APAC,Commercial,Working,,No,
1101,Inbound,2024-04-09,NA,Enterprise,Working,,No,
1102,Marketing Campaign,2024-05-25,EMEA,Strategic,Rejected,In-Person Events,No,
1103,Marketing Campaign,2024-01-09,EMEA,Commercial,Converted,In-Person Events,Yes,56.0
1104,Marketing Campaign,2024-03-02,EMEA,SMB,Working,Paid Search (PPC/Google Ads),No,
1105,Marketing Campaign,2024-07-03,EMEA,Commercial,Converted,Paid Search (PPC/Google Ads),Yes,37.0
1106,Inbound,2024-01-29,EMEA,Commercial,New,,No,
1107,Outbound,2024-04-23,NA,Strategic,Working,,No,
1108,Marketing Campaign,2024-05-22,NA,Commercial,New,Trade Shows/Exhibitions,No,
1109,Partner,2024-04-29,EMEA,Enterprise,New,,No,
1110,Inbound,2024-06-18,EMEA,Enterprise,New,,No,
1111,Marketing Campaign,2024-06-05,EMEA,Commercial,Converted,Paid Social Ads,Yes,13.0
1112,Inbound,2024-11-30,NA,Enterprise,Working,,No,
1113,Inbound,2024-12-14,EMEA,Commercial,Converted,,Yes,18.0
1114,Outbound,2024-09-16,EMEA,Commercial,Working,,No,
1115,Outbound,2024-03-22,APAC,SMB,New,,No,
1116,Outbound,2024-08-29,APAC,Commercial,Converted,,Yes,36.0
1117,Inbound,2024-06-20,EMEA,Strategic,Converted,,Yes,41.0
1118,Marketing Campaign,2024-08-18,NA,Enterprise,Rejected,In-Person Events,No,
1119,Inbound,2024-07-26,EMEA,Commercial,Working,,No,
1120,Inbound,2024-03-15,NA,Enterprise,Converted,,Yes,10.0
1121,Marketing Campaign,2024-09-26,NA,SMB,Converted,Paid Search (PPC/Google Ads),Yes,9.0
1122,Marketing Campaign,2024-04-23,EMEA,Strategic,New,Trade Shows/Exhibitions,No,
1123,Marketing Campaign,2024-03-02,NA,SMB,New,In-Person Events,No,
1124,Marketing Campaign,2024-12-27,EMEA,Commercial,New,In-Person Events,No,
1125,Partner,2024-11-15,EMEA,Commercial,New,,No,
1126,Outbound,2024-04-11,EMEA,SMB,Working,,No,
1127,Inbound,2024-12-27,NA,Strategic,Rejected,,No,
1128,Outbound,2024-07-28,EMEA,Strategic,Working,,No,
1129,Outbound,2024-09-11,EMEA,Commercial,Converted,,Yes,8.0
1130,Inbound,2024-01-20,EMEA,Strategic,Working,,No,
1131,Partner,2024-02-27,EMEA,Enterprise,New,,No,
1132,Outbound,2024-04-21,NA,Enterprise,New,,No,
1133,Inbound,2024-11-08,EMEA,Enterprise,Working,,No,
1134,Inbound,2024-07-14,EMEA,Enterprise,Converted,,Yes,52.0
1135,Partner,2024-12-18,NA,SMB,Rejected,,No,
1136,Inbound,2024-04-01,NA,SMB,New,,No,
1137,Marketing Campaign,2024-02-21,APAC,SMB,Converted,Webinars,Yes,20.0
1138,Outbound,2024-10-19,NA,SMB,New,,No,
1139,Outbound,2024-01-08,EMEA,Commercial,Working,,No,
1140,Outbound,2024-10-26,NA,SMB,Working,,No,
1141,Marketing Campaign,2024-04-07,NA,Commercial,New,In-Person Events,No,
1142,Inbound,2024-08-23,EMEA,SMB,New,,No,
1143,Partner,2024-03-09,APAC,SMB,New,,No,
1144,Outbound,2024-02-14,EMEA,SMB,New,,No,
1145,Inbound,2024-05-16,APAC,Commercial,Converted,,Yes,14.0
1146,Marketing Campaign,2024-08-21,APAC,SMB,New,Webinars,No,
1147,Marketing Campaign,2024-02-01,NA,Enterprise,Working,In-Person Events,No,
1148,Partner,2024-10-15,APAC,Commercial,New,,No,
1149,Marketing Campaign,2024-05-05,NA,SMB,Converted,Webinars,Yes,35.0
1150,Marketing Campaign,2024-03-07,EMEA,Commercial,Converted,Webinars,Yes,35.0
1151,Partner,2024-01-30,NA,SMB,Converted,,Yes,18.0
1152,Marketing Campaign,2024-04-23,EMEA,Commercial,Working,Email Nurture Campaigns,No,
1153,Partner,2024-07-22,EMEA,Commercial,New,,No,
1154,Partner,2024-01-29,NA,SMB,Converted,,Yes,17.0
1155,Partner,2024-05-10,EMEA,Commercial,New,,No,
1156,Marketing Campaign,2024-07-03,EMEA,Commercial,New,Webinars,No,
1157,Inbound,2024-09-09,NA,Commercial,New,,No,
1158,Marketing Campaign,2024-10-12,APAC,Enterprise,Working,Webinars,No,
1159,Marketing Campaign,2024-03-02,EMEA,SMB,Working,Sponsored Content,No,
1160,Inbound,2024-01-03,EMEA,Enterprise,Working,,No,
1161,Marketing Campaign,2024-03-08,EMEA,SMB,Working,Paid Search (PPC/Google Ads),No,
1162,Inbound,2024-01-25,NA,SMB,New,,No,
1163,Inbound,2024-06-27,EMEA,Enterprise,Rejected,,No,
1164,Partner,2024-05-20,NA,SMB,Working,,No,
1165,Inbound,2024-08-18,EMEA,SMB,Working,,No,
1166,Marketing Campaign,2024-10-26,EMEA,Enterprise,Working,Webinars,No,
1167,Marketing Campaign,2024-06-11,APAC,Enterprise,New,Paid Search (PPC/Google Ads),No,
1168,Outbound,2024-11-06,EMEA,Commercial,New,,No,
1169,Inbound,2024-05-09,NA,SMB,Working,,No,
1170,Inbound,2024-09-02,EMEA,SMB,New,,No,
1171,Partner,2024-10-23,NA,Commercial,New,,No,
1172,Marketing Campaign,2024-06-20,NA,SMB,Converted,Webinars,Yes,8.0
1173,Partner,2024-03-04,EMEA,SMB,Working,,No,
1174,Inbound,2024-01-31,EMEA,SMB,Working,,No,
1175,Partner,2024-02-16,EMEA,SMB,Working,,No,
1176,Outbound,2024-05-09,NA,Commercial,Rejected,,No,
1177,Marketing Campaign,2024-12-17,NA,SMB,New,In-Person Events,No,
1178,Inbound,2024-11-28,NA,SMB,Converted,,Yes,50.0
1179,Marketing Campaign,2024-04-19,NA,SMB,Working,Webinars,No,
1180,Outbound,2024-03-09,EMEA,Commercial,New,,No,
1181,Marketing Campaign,2024-02-27,EMEA,Enterprise,New,Sponsored Content,No,
1182,Inbound,2024-04-15,EMEA,Commercial,Working,,No,
1183,Partner,2024-10-26,EMEA,Commercial,Working,,No,
1184,Marketing Campaign,2024-11-25,EMEA,SMB,New,Webinars,No,
1185,Inbound,2024-09-12,NA,Commercial,Working,,No,
1186,Marketing Campaign,2024-11-07,NA,SMB,Working,Sponsored Content,No,
1187,Partner,2024-06-19,APAC,SMB,Working,,No,
1188,Inbound,2024-06-10,EMEA,SMB,Converted,,Yes,30.0
1189,Inbound,2024-10-12,NA,Enterprise,Converted,,Yes,28.0
1190,Partner,2024-03-11,APAC,Strategic,Working,,No,
1191,Inbound,2024-09-11,NA,SMB,Rejected,,No,
1192,Outbound,2024-02-24,EMEA,SMB,New,,No,
1193,Inbound,2024-11-18,EMEA,Commercial,New,,No,
1194,Partner,2024-01-03,EMEA,Commercial,New,,No,
1195,Inbound,2024-01-26,EMEA,Enterprise,Working,,No,
1196,Marketing Campaign,2024-11-08,NA,Commercial,Working,Webinars,No,
1197,Marketing Campaign,2024-05-05,EMEA,Enterprise,Working,Whitepaper Downloads,No,
1198,Marketing Campaign,2024-02-22,EMEA,Commercial,New,Webinars,No,
1199,Partner,2024-07-16,NA,SMB,New,,No,
1200,Inbound,2024-10-25,NA,Commercial,Converted,,Yes,13.0
1201,Marketing Campaign,2024-07-06,NA,Commercial,Converted,Webinars,Yes,39.0
1202,Inbound,2024-07-04,NA,SMB,Working,,No,
1203,Inbound,2024-10-31,EMEA,Enterprise,Working,,No,
1204,Inbound,2024-10-24,EMEA,SMB,Working,,No,
1205,Outbound,2024-07-22,EMEA,Enterprise,New,,No,
1206,Marketing Campaign,2024-01-11,NA,Enterprise,Working,Trade Shows/Exhibitions,No,
1207,Partner,2024-12-24,APAC,Enterprise,Working,,No,
1208,Outbound,2024-12-19,EMEA,SMB,Working,,No,
1209,Inbound,2024-05-25,NA,Commercial,New,,No,
1210,Marketing Campaign,2024-03-25,EMEA,SMB,Rejected,Sponsored Content,No,
1211,Outbound,2024-04-09,NA,Commercial,Converted,,Yes,46.0
1212,Outbound,2024-04-13,EMEA,Enterprise,New,,No,
1213,Inbound,2024-02-15,EMEA,SMB,Working,,No,
1214,Marketing Campaign,2024-02-13,APAC,Enterprise,Rejected,Webinars,No,
1215,Partner,2024-10-04,NA,SMB,New,,No,
1216,Inbound,2024-06-29,NA,Enterprise,Working,,No,
1217,Inbound,2024-07-05,EMEA,Commercial,Working,,No,
1218,Partner,2024-04-23,EMEA,SMB,Working,,No,
1219,Partner,2024-09-11,EMEA,Strategic,Converted,,Yes,19.0
1220,Inbound,2024-01-30,APAC,Commercial,New,,No,
1221,Marketing Campaign,2024-09-20,APAC,SMB,New,Paid Social Ads,No,
1222,Inbound,2024-04-07,NA,Enterprise,New,,No,
1223,Outbound,2024-11-08,EMEA,SMB,New,,No,
1224,Marketing Campaign,2024-11-24,APAC,SMB,Working,Whitepaper Downloads,No,
1225,Outbound,2024-04-24,NA,Enterprise,Converted,,Yes,28.0
1226,Partner,2024-10-02,NA,Commercial,New,,No,
1227,Outbound,2024-10-07,EMEA,Enterprise,Working,,No,
1228,Inbound,2024-10-01,NA,Commercial,Working,,No,
1229,Marketing Campaign,2024-09-17,NA,Enterprise,New,Webinars,No,
1230,Outbound,2024-11-26,APAC,SMB,Working,,No,
1231,Marketing Campaign,2024-07-25,NA,Strategic,Working,Email Nurture Campaigns,No,
1232,Inbound,2024-11-23,EMEA,Enterprise,Working,,No,
1233,Inbound,2024-07-29,NA,Commercial,New,,No,
1234,Inbound,2024-08-02,APAC,Commercial,Working,,No,
1235,Partner,2024-02-09,EMEA,Strategic,Rejected,,No,
1236,Outbound,2024-01-26,EMEA,Commercial,Working,,No,
1237,Marketing Campaign,2024-01-27,EMEA,Commercial,New,Sponsored Content,No,
1238,Outbound,2024-07-08,NA,Commercial,Working,,No,
1239,Marketing Campaign,2024-03-23,EMEA,Enterprise,New,Webinars,No,
1240,Inbound,2024-06-18,NA,Enterprise,Working,,No,
1241,Marketing Campaign,2024-06-15,EMEA,Commercial,New,In-Person Events,No,
1242,Marketing Campaign,2024-07-06,APAC,Enterprise,New,Trade Shows/Exhibitions,No,
1243,Marketing Campaign,2024-06-17,EMEA,Commercial,Working,In-Person Events,No,
1244,Marketing Campaign,2024-10-15,EMEA,Commercial,New,Webinars,No,
1245,Marketing Campaign,2024-08-16,NA,Commercial,Working,Webinars,No,
1246,Partner,2024-04-06,NA,Enterprise,New,,No,
1247,Inbound,2024-01-16,EMEA,Strategic,New,,No,
1248,Inbound,2024-10-05,EMEA,SMB,Converted,,Yes,35.0
1249,Marketing Campaign,2024-05-14,EMEA,Enterprise,Rejected,Whitepaper Downloads,No,
1250,Partner,2024-01-26,NA,Commercial,New,,No,
1251,Marketing Campaign,2024-12-17,NA,SMB,Working,In-Person Events,No,
1252,Outbound,2024-01-12,NA,Enterprise,New,,No,
1253,Inbound,2024-03-12,NA,Commercial,Working,,No,
1254,Inbound,2024-05-12,NA,Enterprise,Working,,No,
1255,Partner,2024-04-15,EMEA,Strategic,New,,No,
1256,Outbound,2024-08-07,APAC,SMB,Converted,,Yes,23.0
1257,Inbound,2024-06-25,APAC,Commercial,New,,No,
1258,Outbound,2024-10-08,EMEA,Commercial,New,,No,
1259,Inbound,2024-05-12,EMEA,Strategic,Converted,,Yes,6.0
