Opportunity_ID,Created_Date,Region,Segment,Opportunity_Type,Deal_Stage,Salesperson,Closed_Lost_Reason,Sales_Cycle_Days,Closed_Date,Deal_Size (£),Closed_Month
403,2024-03-11 09:57:56.005098128,EMEA,Commercial,Renewal,Qualified,EMEA5,,43,2024-05-31 09:57:56.005098128,76726.5359220476,2024-05
404,2024-03-13 16:48:23.682241528,EMEA,Commercial,Renewal,Closed Lost,EMEA6,Product Fit,48,2024-05-22 16:48:23.682241528,62174.83615153881,2024-05
405,2024-07-22 00:47:47.556130078,North America,Enterprise,Expansion,Discovery,NA8,,49,2024-10-03 00:47:47.556130078,242052.37034124223,2024-10
406,2024-09-14 23:29:45.445256916,APAC,Enterprise,New Customer,Negotiation,APAC3,,50,2024-12-31 00:00:00.000000000,158488.50316093728,2024-12
407,2024-08-13 22:04:39.058426532,North America,Commercial,Expansion,Closed Won,NA1,,46,2024-09-20 22:04:39.058426532,77002.5853932592,2024-09
408,2024-11-30 04:28:10.147004072,North America,Commercial,Renewal,Closed Lost,NA1,Competitor,39,2024-12-31 00:00:00.000000000,66803.22639452199,2024-12
409,2024-01-09 10:36:55.913907255,APAC,Strategic,Renewal,Negotiation,APAC4,,87,2024-05-06 10:36:55.913907255,312156.14469541854,2024-05
410,2024-10-08 15:57:32.707826028,North America,Enterprise,Renewal,Qualified,NA4,,47,2024-12-31 00:00:00.000000000,188091.9914007631,2024-12
411,2024-12-26 15:39:47.092256700,North America,Enterprise,Renewal,Closed Lost,NA5,No Budget,56,2024-12-31 00:00:00.000000000,186873.85038576336,2024-12
412,2024-03-02 23:35:24.412352766,APAC,SMB,Renewal,Closed Lost,APAC5,Product Fit,24,2024-07-23 23:35:24.412352766,11670.153437036028,2024-07
413,2024-05-23 23:06:48.569252734,APAC,Enterprise,New Customer,Closed Won,APAC5,,60,2024-07-30 23:06:48.569252734,185707.0219751878,2024-07
414,2024-01-21 21:33:18.770499546,EMEA,SMB,New Customer,Proposal,EMEA9,,24,2024-07-14 21:33:18.770499546,15408.603982035514,2024-07
415,2024-07-21 04:41:19.471169774,EMEA,Enterprise,Renewal,Proposal,EMEA7,,63,2024-09-29 04:41:19.471169774,187783.85401815,2024-09
416,2024-11-13 06:56:38.611499616,EMEA,Strategic,Renewal,Qualified,EMEA7,,91,2024-12-14 06:56:38.611499616,314520.3707568399,2024-12
417,2024-01-08 15:56:12.485393215,North America,Commercial,Renewal,Closed Lost,NA8,,44,2024-03-09 15:56:12.485393215,53659.96819099143,2024-03
418,2024-01-31 21:35:37.230426263,North America,SMB,Renewal,Negotiation,NA5,,23,2024-02-22 21:35:37.230426263,12281.475329396171,2024-02
419,2024-07-04 16:09:43.998919260,EMEA,SMB,Renewal,Closed Lost,EMEA5,Poor Customer Support,26,2024-10-19 16:09:43.998919260,15281.155036455408,2024-10
420,2024-02-10 00:14:43.556899570,EMEA,Commercial,Renewal,Closed Lost,EMEA1,Competitor,46,2024-03-13 00:14:43.556899570,49949.47879205031,2024-03
421,2024-01-22 01:06:37.400533360,EMEA,SMB,Renewal,Closed Won,EMEA9,,23,2024-03-09 01:06:37.400533360,13480.32793578536,2024-03
422,2024-08-09 06:05:37.852824380,EMEA,SMB,Expansion,Qualified,EMEA6,,26,2024-12-11 06:05:37.852824380,8593.831095937498,2024-12
423,2024-12-28 02:22:54.507485084,North America,Strategic,Renewal,Closed Lost,NA9,Lost to Internal Solution,98,2024-12-31 00:00:00.000000000,339865.2876882407,2024-12
424,2024-06-03 02:50:22.183126908,EMEA,Enterprise,New Customer,Qualified,EMEA3,,59,2024-11-03 02:50:22.183126908,193794.2724492701,2024-11
425,2024-12-11 14:39:44.243989388,North America,Commercial,Renewal,Closed Lost,NA5,Product Fit,44,2024-12-31 00:00:00.000000000,87034.95328332095,2024-12
426,2024-03-08 14:04:12.285196799,EMEA,Strategic,Renewal,Closed Lost,EMEA2,,69,2024-08-10 14:04:12.285196799,348132.326342907,2024-08
427,2024-11-16 12:07:35.144666232,EMEA,SMB,Renewal,Qualified,EMEA10,,23,2024-12-22 12:07:35.144666232,11496.997685974144,2024-12
428,2024-04-20 16:30:43.997950962,APAC,Strategic,Renewal,Proposal,APAC5,,98,2024-08-11 16:30:43.997950962,286635.51756547973,2024-08
429,2024-11-25 19:28:57.475815168,North America,Commercial,Renewal,Closed Lost,NA8,Budget Constraints,41,2024-12-31 00:00:00.000000000,66855.9531465068,2024-12
430,2024-10-13 01:17:06.463556816,North America,Strategic,New Customer,Closed Won,NA2,,88,2024-11-15 01:17:06.463556816,316819.4424151226,2024-11
431,2024-06-20 20:52:03.085094738,North America,Enterprise,New Customer,Closed Lost,NA8,Lost to Internal Solution,51,2024-09-21 20:52:03.085094738,183352.559943106,2024-09
432,2024-01-30 15:26:16.447572708,EMEA,Strategic,Renewal,Negotiation,EMEA4,,92,2024-04-25 15:26:16.447572708,306995.37299477094,2024-04
433,2024-09-06 05:19:30.893610456,EMEA,Strategic,Renewal,Discovery,EMEA10,,93,2024-11-15 05:19:30.893610456,320670.09445882327,2024-11
434,2024-02-05 01:27:35.721524749,North America,Commercial,Expansion,Qualified,NA10,,47,2024-04-14 01:27:35.721524749,37333.52930614347,2024-04
435,2024-09-24 13:15:21.633611256,North America,Strategic,Renewal,Proposal,NA1,,78,2024-12-31 00:00:00.000000000,298844.8475730923,2024-12
436,2024-11-30 09:13:54.012094488,EMEA,Commercial,Renewal,Negotiation,EMEA5,,45,2024-12-31 00:00:00.000000000,44169.73032451107,2024-12
437,2024-12-06 07:07:37.311851100,North America,Commercial,Renewal,Closed Lost,NA1,Lost to Internal Solution,52,2024-12-31 00:00:00.000000000,71637.1978570954,2024-12
438,2024-05-05 09:03:52.300513470,EMEA,Commercial,New Customer,Closed Lost,EMEA7,No Decision,48,2024-10-14 09:03:52.300513470,48969.81016966382,2024-10
439,2024-08-12 17:07:12.323187076,EMEA,Enterprise,Expansion,Discovery,EMEA8,,60,2024-10-08 17:07:12.323187076,209448.25189936784,2024-10
440,2024-08-08 15:10:29.127592212,North America,SMB,Renewal,Closed Lost,NA3,No Budget,21,2024-11-09 15:10:29.127592212,10456.390296752405,2024-11
441,2024-04-09 02:33:24.333204634,North America,Enterprise,New Customer,Closed Lost,NA3,No Decision,57,2024-09-10 02:33:24.333204634,227398.45168909483,2024-09
442,2024-04-04 12:32:27.078651260,APAC,Enterprise,New Customer,Proposal,APAC4,,76,2024-08-21 12:32:27.078651260,126279.14333527951,2024-08
443,2024-04-19 21:23:03.105939640,North America,Strategic,Renewal,Proposal,NA3,,103,2024-09-29 21:23:03.105939640,335607.5449988047,2024-09
444,2024-04-28 23:50:53.165455740,North America,Strategic,Renewal,Proposal,NA8,,94,2024-06-14 23:50:53.165455740,325964.9508039324,2024-06
445,2024-01-23 05:56:04.920676940,EMEA,Commercial,Renewal,Qualified,EMEA3,,41,2024-07-06 05:56:04.920676940,43847.446479415696,2024-07
446,2024-09-09 22:08:12.509447476,APAC,Commercial,Expansion,Closed Lost,APAC5,Lost to Internal Solution,45,2024-12-28 22:08:12.509447476,52654.24574846668,2024-12
447,2024-11-28 03:41:47.262293132,APAC,Commercial,Renewal,Closed Lost,APAC2,No Decision,48,2024-12-31 00:00:00.000000000,56516.24642818177,2024-12
448,2024-07-01 14:05:02.508723318,EMEA,SMB,New Customer,Closed Lost,EMEA1,Competitor,26,2024-12-14 14:05:02.508723318,13124.515650078423,2024-12
449,2024-02-28 07:44:57.875061560,North America,SMB,Renewal,Closed Won,NA6,,25,2024-04-22 07:44:57.875061560,10158.95825284006,2024-04
450,2024-02-13 07:47:08.869509087,North America,Commercial,New Customer,Proposal,NA8,,49,2024-04-16 07:47:08.869509087,65670.93851407309,2024-04
451,2024-12-14 12:14:26.781244140,EMEA,Commercial,Renewal,Negotiation,EMEA1,,44,2024-12-25 12:14:26.781244140,61596.3179999624,2024-12
452,2024-12-19 09:07:28.491681568,EMEA,Strategic,Renewal,Discovery,EMEA10,,88,2024-12-31 00:00:00.000000000,344479.61901603534,2024-12
453,2024-04-19 21:57:39.813214486,EMEA,Enterprise,New Customer,Negotiation,EMEA9,,55,2024-05-15 21:57:39.813214486,153440.94939475512,2024-05
454,2024-03-31 16:57:48.355611439,APAC,Commercial,New Customer,Qualified,APAC3,,47,2024-07-16 16:57:48.355611439,54542.22666262992,2024-07
455,2024-12-20 11:11:50.085729148,North America,Enterprise,New Customer,Qualified,NA3,,70,2024-12-31 00:00:00.000000000,211052.959411587,2024-12
456,2024-08-16 14:21:31.351121276,EMEA,SMB,Renewal,Closed Lost,EMEA4,No Budget,26,2024-12-24 14:21:31.351121276,10234.90376923538,2024-12
457,2024-06-03 15:40:59.605443718,North America,Commercial,New Customer,Negotiation,NA1,,38,2024-06-25 15:40:59.605443718,41433.643735574246,2024-06
458,2024-10-31 23:16:57.378942940,EMEA,Enterprise,Renewal,Closed Lost,EMEA9,No Budget,48,2024-12-07 23:16:57.378942940,159226.12092301255,2024-12
459,2024-12-21 05:02:23.228056396,North America,Enterprise,Renewal,Closed Won,NA3,,71,2025-03-20 05:02:23.228056396,130601.25752999868,2025-03
460,2024-02-29 08:43:44.443634524,North America,Commercial,Renewal,Closed Lost,NA10,,45,2024-05-16 08:43:44.443634524,82305.2463666448,2024-05
461,2024-05-04 07:20:21.185781310,North America,Strategic,Renewal,Qualified,NA4,,92,2024-10-20 07:20:21.185781310,317930.9166209069,2024-10
462,2024-02-01 09:01:36.412032109,EMEA,Strategic,Renewal,Closed Lost,EMEA1,Competitor Switch,91,2024-06-27 09:01:36.412032109,318172.3653633607,2024-06
463,2024-12-27 23:28:09.343790176,EMEA,Enterprise,Expansion,Qualified,EMEA4,,77,2024-12-31 00:00:00.000000000,193563.17392964943,2024-12
464,2024-11-18 21:41:04.516999196,EMEA,Enterprise,Renewal,Closed Won,EMEA1,,55,2024-12-31 21:41:04.516999196,156861.0779247633,2024-12
465,2024-07-29 17:59:25.201795356,APAC,Enterprise,New Customer,Closed Won,APAC5,,71,2024-10-16 17:59:25.201795356,169601.74076625696,2024-10
466,2024-10-30 18:31:58.705745736,North America,Commercial,Renewal,Closed Won,NA5,,46,2025-01-25 18:31:58.705745736,49974.08451113269,2025-01
467,2024-10-22 08:23:41.646701832,North America,Commercial,Renewal,Discovery,NA7,,36,2024-12-31 00:00:00.000000000,36599.5878594844,2024-12
468,2024-07-03 20:43:56.662654230,APAC,SMB,Renewal,Closed Lost,APAC4,Poor Customer Support,23,2024-07-17 20:43:56.662654230,12626.89470121384,2024-07
469,2024-07-18 07:07:47.685866732,North America,Enterprise,Expansion,Closed Won,NA7,,53,2024-08-25 07:07:47.685866732,200643.1857239609,2024-08
470,2024-12-25 00:10:16.737249944,APAC,Enterprise,New Customer,Discovery,APAC4,,70,2024-12-31 00:00:00.000000000,176982.3738292534,2024-12
471,2024-03-26 05:15:56.196327331,North America,Commercial,Expansion,Closed Lost,NA3,No Decision,51,2024-05-17 05:15:56.196327331,72263.88432066674,2024-05
472,2024-05-15 18:17:42.160236886,APAC,Strategic,Expansion,Proposal,APAC4,,93,2024-10-12 18:17:42.160236886,297605.20252332726,2024-10
473,2024-12-20 06:59:26.267174576,North America,Strategic,Renewal,Closed Lost,NA3,Pricing,84,2024-12-31 00:00:00.000000000,306149.0188264309,2024-12
474,2024-08-16 20:28:38.690722632,APAC,Enterprise,Renewal,Closed Won,APAC1,,50,2024-10-10 20:28:38.690722632,142642.5733727523,2024-10
475,2024-03-30 08:39:29.921491984,EMEA,Enterprise,New Customer,Qualified,EMEA5,,71,2024-08-11 08:39:29.921491984,184163.9386327948,2024-08
476,2024-01-07 10:34:39.232884045,APAC,Strategic,Renewal,Closed Lost,APAC5,Product Fit,77,2024-02-02 10:34:39.232884045,317059.784250435,2024-02
477,2024-10-11 13:27:57.108404268,North America,SMB,Renewal,Closed Lost,NA7,,24,2024-12-31 00:00:00.000000000,11612.353544671005,2024-12
478,2024-07-03 11:02:36.096746862,EMEA,Strategic,Renewal,Closed Lost,EMEA6,Poor Customer Support,113,2024-09-01 11:02:36.096746862,341724.6547462887,2024-09
479,2024-08-08 19:11:44.268537308,APAC,SMB,Renewal,Closed Lost,APAC2,,24,2024-12-08 19:11:44.268537308,11317.542540282628,2024-12
480,2024-07-19 09:01:29.920543746,EMEA,Strategic,Renewal,Qualified,EMEA5,,77,2024-10-06 09:01:29.920543746,351991.7928347093,2024-10
481,2024-10-03 03:19:57.790729568,EMEA,Commercial,Renewal,Qualified,EMEA7,,36,2024-11-02 03:19:57.790729568,63142.10117316264,2024-11
482,2024-08-20 02:21:09.310560292,EMEA,Strategic,Renewal,Qualified,EMEA6,,114,2024-12-27 02:21:09.310560292,315846.30397997034,2024-12
483,2024-10-16 20:49:46.818649656,EMEA,Strategic,Renewal,Closed Lost,EMEA10,Pricing,93,2024-12-25 20:49:46.818649656,286209.9165350344,2024-12
484,2024-05-10 17:33:38.139745586,EMEA,SMB,Renewal,Proposal,EMEA2,,23,2024-07-04 17:33:38.139745586,14158.185695092568,2024-07
485,2024-10-03 17:22:04.989632672,EMEA,Enterprise,Renewal,Closed Lost,EMEA3,Poor Customer Support,58,2024-10-30 17:22:04.989632672,182073.3907720381,2024-10
486,2024-08-13 02:13:55.919901752,APAC,Strategic,New Customer,Discovery,APAC2,,83,2024-12-31 00:00:00.000000000,333276.71189412347,2024-12
487,2024-11-23 01:25:44.988900476,North America,Enterprise,Renewal,Qualified,NA3,,41,2024-12-29 01:25:44.988900476,184074.0900075659,2024-12
488,2024-03-23 00:03:01.316423059,North America,Strategic,Renewal,Qualified,NA1,,97,2024-09-16 00:03:01.316423059,311772.8482819157,2024-09
489,2024-01-30 10:29:48.056836203,APAC,Enterprise,New Customer,Qualified,APAC5,,60,2024-02-17 10:29:48.056836203,171215.6480508092,2024-02
490,2024-03-30 05:02:09.905753022,APAC,Commercial,Renewal,Qualified,APAC2,,48,2024-05-23 05:02:09.905753022,53885.98306338697,2024-05
491,2024-12-11 09:52:26.417148392,EMEA,Commercial,Renewal,Proposal,EMEA8,,45,2024-12-31 00:00:00.000000000,76667.52644991958,2024-12
492,2024-03-04 06:11:54.630215672,EMEA,Commercial,New Customer,Closed Lost,EMEA6,No Budget,45,2024-08-08 06:11:54.630215672,56331.72942417801,2024-08
493,2024-10-30 13:33:13.578855820,North America,Strategic,Renewal,Closed Lost,NA7,Lost to Internal Solution,67,2024-12-12 13:33:13.578855820,309518.99521750154,2024-12
494,2024-04-25 12:02:13.165792602,North America,Commercial,New Customer,Negotiation,NA1,,49,2024-09-19 12:02:13.165792602,77583.52104394276,2024-09
495,2024-01-16 00:50:33.037061840,EMEA,Enterprise,New Customer,Closed Won,EMEA7,,49,2024-04-07 00:50:33.037061840,205249.28087507383,2024-04
496,2024-02-27 23:48:27.117140214,North America,Enterprise,New Customer,Discovery,NA3,,51,2024-08-12 23:48:27.117140214,180909.3573034402,2024-08
497,2024-05-02 08:13:07.497968182,EMEA,Enterprise,Renewal,Closed Lost,EMEA8,Competitor,54,2024-07-13 08:13:07.497968182,171753.29183131803,2024-07
498,2024-03-08 08:13:31.427164882,North America,Strategic,Renewal,Qualified,NA6,,69,2024-08-19 08:13:31.427164882,315511.2616308081,2024-08
499,2024-02-18 18:26:02.176299029,APAC,Strategic,Renewal,Closed Lost,APAC4,No Budget,84,2024-07-13 18:26:02.176299029,323900.6480949031,2024-07
500,2024-04-02 09:57:15.436352342,APAC,Commercial,Renewal,Negotiation,APAC3,,41,2024-06-08 09:57:15.436352342,48337.17889054156,2024-06
501,2024-07-28 13:29:45.359182844,EMEA,Strategic,Renewal,Closed Won,EMEA8,,86,2024-08-28 13:29:45.359182844,337084.17352060246,2024-08
502,2024-02-16 05:07:20.096098149,EMEA,Strategic,Renewal,Closed Lost,EMEA9,No Budget,72,2024-06-09 05:07:20.096098149,366312.5741023239,2024-06
503,2024-04-30 17:15:07.777749990,North America,Enterprise,Renewal,Negotiation,NA10,,69,2024-06-19 17:15:07.777749990,189065.4969683716,2024-06
504,2024-02-24 06:06:38.627643757,EMEA,Strategic,Renewal,Proposal,EMEA2,,93,2024-05-23 06:06:38.627643757,297419.09303911007,2024-05
505,2024-06-13 07:12:25.238513740,EMEA,Commercial,Renewal,Closed Won,EMEA6,,40,2024-08-01 07:12:25.238513740,66068.0102129069,2024-08
506,2024-03-28 23:45:07.667806190,North America,SMB,Renewal,Closed Lost,NA5,,24,2024-05-21 23:45:07.667806190,12986.346409077189,2024-05
507,2024-02-25 07:49:10.944429156,APAC,Strategic,New Customer,Closed Lost,APAC5,No Budget,98,2024-06-04 07:49:10.944429156,336157.3700825744,2024-06
508,2024-06-10 03:10:55.287879626,EMEA,Commercial,Renewal,Proposal,EMEA10,,43,2024-10-17 03:10:55.287879626,49072.41673902229,2024-10
509,2024-03-10 17:00:31.673751428,APAC,Strategic,Renewal,Negotiation,APAC3,,77,2024-08-30 17:00:31.673751428,325083.9335619487,2024-08
510,2024-12-25 12:35:50.098350684,EMEA,Strategic,Expansion,Negotiation,EMEA3,,89,2024-12-31 00:00:00.000000000,347077.47252488346,2024-12
511,2024-02-29 05:42:53.555684949,EMEA,SMB,Renewal,Closed Lost,EMEA8,Competitor,23,2024-06-11 05:42:53.555684949,9825.005273726612,2024-06
512,2024-10-25 19:14:11.027774452,EMEA,Strategic,Renewal,Closed Won,EMEA8,,82,2024-12-21 19:14:11.027774452,313771.91922116786,2024-12
513,2024-06-07 05:34:13.677689304,APAC,Commercial,Renewal,Proposal,APAC4,,44,2024-11-06 05:34:13.677689304,56161.95140558806,2024-11
514,2024-07-01 02:40:08.777047226,APAC,Enterprise,New Customer,Qualified,APAC5,,70,2024-10-02 02:40:08.777047226,199959.1779717742,2024-10
515,2024-03-14 15:57:42.912258714,North America,Enterprise,Renewal,Discovery,NA8,,80,2024-04-05 15:57:42.912258714,203687.4811644629,2024-04
516,2024-08-05 06:49:27.819923716,North America,Strategic,Renewal,Closed Won,NA10,,103,2024-10-20 06:49:27.819923716,277121.69364140084,2024-10
517,2024-02-17 20:05:41.856496057,North America,SMB,Renewal,Proposal,NA8,,24,2024-07-10 20:05:41.856496057,14993.771965823908,2024-07
518,2024-08-14 14:26:41.545856000,EMEA,Enterprise,New Customer,Negotiation,EMEA3,,82,2024-11-25 14:26:41.545856000,204473.87708168567,2024-11
519,2024-10-08 17:55:49.652394224,APAC,Enterprise,Renewal,Closed Lost,APAC2,,65,2024-10-18 17:55:49.652394224,202867.1856945476,2024-10
520,2024-03-23 04:21:17.544321975,North America,Enterprise,Renewal,Discovery,NA9,,50,2024-04-08 04:21:17.544321975,161759.31901655512,2024-04
521,2024-10-13 14:53:29.985161276,EMEA,Enterprise,New Customer,Closed Lost,EMEA2,No Decision,60,2024-12-31 00:00:00.000000000,169254.9512976552,2024-12
522,2024-01-11 00:58:42.943762086,North America,SMB,Renewal,Discovery,NA9,,23,2024-04-09 00:58:42.943762086,8581.446839416189,2024-04
523,2024-01-15 17:28:24.596814375,APAC,Commercial,New Customer,Qualified,APAC4,,38,2024-04-12 17:28:24.596814375,32067.29180176029,2024-04
524,2024-08-04 12:35:43.361672596,EMEA,Commercial,Renewal,Qualified,EMEA2,,39,2024-11-17 12:35:43.361672596,55179.8079307418,2024-11
525,2024-07-13 08:35:05.352250968,EMEA,Strategic,New Customer,Discovery,EMEA10,,88,2024-12-31 00:00:00.000000000,326911.7178885073,2024-12
526,2024-01-24 09:09:21.530482713,EMEA,Commercial,Renewal,Closed Won,EMEA1,,48,2024-04-22 09:09:21.530482713,62356.92629316114,2024-04
527,2024-10-16 12:05:36.359992420,EMEA,Commercial,New Customer,Closed Won,EMEA4,,50,2024-11-21 12:05:36.359992420,70948.52872197183,2024-11
528,2024-10-15 04:02:21.477164588,North America,Strategic,Expansion,Negotiation,NA9,,77,2024-12-31 00:00:00.000000000,400000.0,2024-12
529,2024-12-03 22:02:01.357599560,North America,SMB,Renewal,Qualified,NA9,,24,2024-12-31 00:00:00.000000000,11510.023337757524,2024-12
530,2024-07-14 04:02:46.741965192,APAC,Strategic,Renewal,Negotiation,APAC4,,94,2024-12-29 04:02:46.741965192,298610.771552261,2024-12
531,2024-07-22 13:39:11.069932600,EMEA,Enterprise,Renewal,Qualified,EMEA9,,61,2024-11-21 13:39:11.069932600,188653.3670146823,2024-11
532,2024-01-19 20:38:48.210513342,APAC,Strategic,Renewal,Closed Lost,APAC4,Product Fit,96,2024-03-07 20:38:48.210513342,330556.05967389856,2024-03
533,2024-07-22 04:23:41.048631548,APAC,Commercial,Renewal,Closed Lost,APAC1,Poor Customer Support,42,2024-09-06 04:23:41.048631548,52339.714389075394,2024-09
534,2024-10-11 01:31:04.714057184,EMEA,SMB,Renewal,Closed Won,EMEA10,,27,2024-02-10 00:00:00.000000000,14777.130435305977,2024-12
535,2024-09-15 04:54:27.741645236,EMEA,Enterprise,Renewal,Discovery,EMEA6,,59,2024-10-23 04:54:27.741645236,154701.62538213312,2024-10
536,2024-10-01 02:05:00.605352924,APAC,Strategic,Renewal,Negotiation,APAC1,,97,2024-12-31 00:00:00.000000000,321785.8320132153,2024-12
537,2024-12-22 18:21:46.342463280,EMEA,Enterprise,Renewal,Negotiation,EMEA2,,56,2024-12-31 00:00:00.000000000,173227.05646083743,2024-12
538,2024-10-27 06:05:04.668471548,North America,SMB,New Customer,Proposal,NA6,,25,2024-12-02 06:05:04.668471548,10130.718244326235,2024-12
539,2024-06-08 06:41:41.325664872,EMEA,Strategic,Renewal,Closed Lost,EMEA2,,74,2024-07-22 06:41:41.325664872,282257.3755062433,2024-07
540,2024-03-10 04:07:15.168287219,North America,Strategic,Renewal,Negotiation,NA4,,81,2024-08-19 04:07:15.168287219,330473.7503096896,2024-08
541,2024-08-07 12:17:34.273166956,APAC,Enterprise,Renewal,Closed Lost,APAC5,Pricing,57,2024-12-31 00:00:00.000000000,209217.8872122256,2024-12
542,2024-03-26 23:29:55.820259237,EMEA,Strategic,Renewal,Negotiation,EMEA7,,91,2024-05-15 23:29:55.820259237,349022.5463911994,2024-05
543,2024-11-09 01:53:55.179903052,North America,Strategic,Renewal,Closed Lost,NA9,Pricing,116,2024-12-31 00:00:00.000000000,350694.9895551027,2024-12
544,2024-08-01 02:52:24.457056456,EMEA,Enterprise,Renewal,Closed Lost,EMEA7,Competitor Switch,56,2024-12-31 00:00:00.000000000,155026.25760407746,2024-12
545,2024-01-01 15:53:40.569548490,EMEA,SMB,Renewal,Closed Lost,EMEA1,Competitor Switch,22,2024-04-10 15:53:40.569548490,13035.173928725751,2024-04
546,2024-04-16 01:15:39.305882400,North America,Enterprise,New Customer,Proposal,NA2,,77,2024-06-22 01:15:39.305882400,139396.00713573056,2024-06
547,2024-10-14 03:45:33.046079768,North America,SMB,Renewal,Qualified,NA6,,26,2024-12-31 00:00:00.000000000,12922.287532146967,2024-12
548,2024-05-11 04:23:38.628769562,EMEA,Commercial,New Customer,Closed Won,EMEA7,,39,2024-06-17 04:23:38.628769562,78517.12676633064,2024-06
549,2024-10-27 13:08:35.602989156,EMEA,Commercial,New Customer,Closed Won,EMEA3,,47,2025-01-11 13:08:35.602989156,78931.16164525432,2025-01
550,2024-01-09 08:41:10.436640576,EMEA,SMB,New Customer,Closed Won,EMEA9,,26,2024-03-13 08:41:10.436640576,17576.121669108827,2024-03
551,2024-04-01 15:18:31.390647694,EMEA,Commercial,Expansion,Closed Won,EMEA7,,45,2024-05-14 15:18:31.390647694,73189.04032461485,2024-05
552,2024-11-30 03:34:32.206633308,APAC,SMB,Renewal,Closed Lost,APAC5,,25,2024-12-31 00:00:00.000000000,13689.372639693134,2024-12
553,2024-06-08 09:33:17.436567654,EMEA,Strategic,Renewal,Proposal,EMEA6,,83,2024-10-21 09:33:17.436567654,346868.07956005336,2024-10
554,2024-02-04 13:51:26.559062004,EMEA,Strategic,New Customer,Closed Lost,EMEA1,Lost to Internal Solution,95,2024-07-28 13:51:26.559062004,342014.3539912968,2024-07
555,2024-06-05 06:39:35.228411724,APAC,SMB,Renewal,Closed Won,APAC5,,24,2024-07-21 06:39:35.228411724,10481.86438147116,2024-07
556,2024-09-25 15:02:15.336981516,EMEA,Strategic,Renewal,Closed Won,EMEA5,,63,2024-11-29 15:02:15.336981516,287116.7504858477,2024-11
557,2024-03-03 18:44:13.281945008,North America,Enterprise,New Customer,Negotiation,NA10,,61,2024-05-09 18:44:13.281945008,197068.9679854938,2024-05
558,2024-06-21 14:41:55.100478268,North America,Commercial,New Customer,Proposal,NA3,,36,2024-12-08 14:41:55.100478268,87911.3101407803,2024-12
559,2024-10-04 08:30:26.128310300,EMEA,SMB,Expansion,Qualified,EMEA7,,26,2024-12-16 08:30:26.128310300,14809.928569679056,2024-12
560,2024-04-25 01:44:07.092686780,EMEA,Enterprise,Expansion,Proposal,EMEA10,,48,2024-06-05 01:44:07.092686780,127781.90710223612,2024-06
561,2024-02-03 21:38:36.609200656,EMEA,Strategic,New Customer,Proposal,EMEA3,,65,2024-02-18 21:38:36.609200656,312017.4538990247,2024-02
562,2024-07-17 11:01:05.330654418,North America,Enterprise,Renewal,Closed Lost,NA5,No Decision,42,2024-10-17 11:01:05.330654418,170082.68075319438,2024-10
563,2024-06-03 10:28:33.039947092,North America,SMB,New Customer,Proposal,NA7,,24,2024-06-27 10:28:33.039947092,7859.891682826365,2024-06
564,2024-04-28 08:43:01.711551720,North America,SMB,Renewal,Closed Lost,NA3,Lost to Internal Solution,25,2024-10-05 08:43:01.711551720,9057.75739552575,2024-10
565,2024-01-26 08:44:19.825117143,North America,Commercial,Renewal,Closed Lost,NA10,Poor Customer Support,37,2024-05-08 08:44:19.825117143,59505.66007776703,2024-05
566,2024-11-25 02:47:02.200257528,EMEA,Commercial,New Customer,Closed Won,EMEA2,,39,2025-02-12 02:47:02.200257528,63488.45836936941,2025-02
567,2024-12-21 19:45:37.079699812,North America,Commercial,Renewal,Discovery,NA6,,44,2024-12-31 00:00:00.000000000,46853.144764003686,2024-12
568,2024-02-09 20:33:44.157129887,EMEA,Commercial,Renewal,Closed Lost,EMEA8,Poor Customer Support,49,2024-05-06 20:33:44.157129887,41027.47145941836,2024-05
569,2024-08-27 09:25:55.594428576,APAC,Strategic,Renewal,Closed Lost,APAC4,No Budget,77,2024-12-31 00:00:00.000000000,354832.6469804359,2024-12
570,2024-01-31 20:47:01.190659689,North America,Strategic,New Customer,Qualified,NA9,,93,2024-03-10 20:47:01.190659689,315436.7785405256,2024-03
571,2024-08-21 07:12:01.685406396,EMEA,Commercial,Renewal,Closed Lost,EMEA8,Poor Customer Support,36,2024-11-24 07:12:01.685406396,56807.83765753957,2024-11
572,2024-04-23 12:41:08.607347862,EMEA,Strategic,New Customer,Proposal,EMEA7,,93,2024-08-31 12:41:08.607347862,311333.24393775145,2024-08
573,2024-01-02 04:02:02.840658779,North America,Commercial,Renewal,Closed Lost,NA7,,48,2024-03-25 04:02:02.840658779,49717.6627673313,2024-03
574,2024-06-06 12:42:08.917584290,EMEA,Enterprise,New Customer,Closed Lost,EMEA3,No Budget,65,2024-07-23 12:42:08.917584290,207569.5819205261,2024-07
575,2024-10-07 10:48:13.296074452,APAC,Commercial,New Customer,Qualified,APAC5,,49,2024-12-31 00:00:00.000000000,48269.38206172775,2024-12
576,2024-04-28 23:35:40.038787358,APAC,Enterprise,Renewal,Discovery,APAC5,,69,2024-05-06 23:35:40.038787358,179492.0873144316,2024-05
577,2024-12-22 21:17:17.410374368,North America,Strategic,Renewal,Negotiation,NA5,,108,2024-12-31 00:00:00.000000000,325217.60824128083,2024-12
578,2024-01-28 14:41:42.756582517,APAC,Enterprise,Renewal,Closed Lost,APAC1,No Budget,61,2024-02-29 14:41:42.756582517,126295.65552856767,2024-02
